ticket_id,created_at,status,brand_id
2769827,2026-06-29T17:16:15,closed,28331414811547
2770058,2026-06-29T17:48:30,closed,28331414811547
2770069,2026-06-29T17:50:06,closed,28331414811547
2770142,2026-06-29T17:58:45,closed,28331414811547
2770154,2026-06-29T17:59:57,closed,28331414811547
2770184,2026-06-29T18:03:42,closed,28331414811547
2770481,2026-06-29T19:08:02,closed,28331414811547
2770484,2026-06-29T19:08:10,closed,28331414811547
2770567,2026-06-29T19:15:18,closed,28331414811547
2770614,2026-06-29T19:20:07,closed,28331414811547
2770664,2026-06-29T19:26:04,closed,28331414811547
2770717,2026-06-29T19:33:23,closed,28331414811547
2770832,2026-06-29T19:54:48,closed,28331414811547
2770882,2026-06-29T20:03:08,closed,28331414811547
2770934,2026-06-29T20:14:09,closed,28331414811547
2771004,2026-06-29T20:28:35,closed,28331414811547
2771101,2026-06-29T20:49:04,closed,28331414811547
2771375,2026-06-29T21:42:04,closed,28331414811547
2771384,2026-06-29T21:43:45,closed,28331414811547
2771614,2026-06-29T22:30:08,closed,28331414811547
2771647,2026-06-29T22:32:55,closed,28331414811547
2772023,2026-06-29T23:16:35,closed,28331414811547
2772277,2026-06-29T23:41:48,closed,28331414811547
2772373,2026-06-29T23:53:22,closed,28331414811547
2772510,2026-06-30T00:15:42,closed,28331414811547
2772675,2026-06-30T00:47:15,closed,28331414811547
2772761,2026-06-30T01:08:55,closed,28331414811547
2772840,2026-06-30T01:29:24,closed,28331414811547
2772860,2026-06-30T01:34:36,closed,28331414811547
2772878,2026-06-30T01:39:22,closed,28331414811547
2773037,2026-06-30T02:17:42,closed,28331414811547
2773253,2026-06-30T03:10:19,closed,28331414811547
2773431,2026-06-30T04:06:21,closed,28331414811547
2773443,2026-06-30T04:10:04,closed,28331414811547
2773456,2026-06-30T04:14:02,closed,28331414811547
2773460,2026-06-30T04:16:10,closed,28331414811547
2773504,2026-06-30T04:56:44,closed,28331414811547
2773505,2026-06-30T04:58:50,closed,28331414811547
2773539,2026-06-30T05:51:26,closed,28331414811547
2773606,2026-06-30T08:17:19,closed,28331414811547
2773638,2026-06-30T09:16:37,closed,28331414811547
2773833,2026-06-30T11:49:33,closed,28331414811547
2773998,2026-06-30T13:03:02,closed,28331414811547
2774053,2026-06-30T13:20:09,closed,28331414811547
2774153,2026-06-30T13:58:50,closed,28331414811547
2774182,2026-06-30T14:09:18,closed,28331414811547
2774260,2026-06-30T14:36:19,closed,28331414811547
2774303,2026-06-30T14:46:19,closed,28331414811547
2774498,2026-06-30T15:32:32,closed,28331414811547
2774655,2026-06-30T16:10:05,closed,28331414811547
2774836,2026-06-30T16:48:41,closed,28331414811547
2775321,2026-06-30T18:35:06,closed,28331414811547
2775625,2026-06-30T19:21:11,closed,28331414811547
2775630,2026-06-30T19:21:49,closed,28331414811547
2775699,2026-06-30T19:32:18,closed,28331414811547
2775733,2026-06-30T19:38:17,closed,28331414811547
2775744,2026-06-30T19:40:03,closed,28331414811547
2775768,2026-06-30T19:43:28,closed,28331414811547
2775902,2026-06-30T20:09:25,closed,28331414811547
2775954,2026-06-30T20:20:17,closed,28331414811547
2776075,2026-06-30T20:41:03,closed,28331414811547
2776204,2026-06-30T21:02:15,closed,28331414811547
2776340,2026-06-30T21:30:38,closed,28331414811547
2776359,2026-06-30T21:32:33,closed,28331414811547
2776677,2026-06-30T22:22:28,closed,28331414811547
2776717,2026-06-30T22:28:24,closed,28331414811547
2776760,2026-06-30T22:34:19,closed,28331414811547
2776779,2026-06-30T22:36:42,closed,28331414811547
2776836,2026-06-30T22:41:43,closed,28331414811547
2776944,2026-06-30T22:53:55,closed,28331414811547
2776949,2026-06-30T22:54:24,closed,28331414811547
2776962,2026-06-30T22:55:49,closed,28331414811547
2777129,2026-06-30T23:15:06,closed,28331414811547
2777153,2026-06-30T23:20:17,closed,28331414811547
2777233,2026-06-30T23:34:37,closed,28331414811547
