ticket_id,created_at_utc,status
2699017,2026-06-18T14:56:09Z,closed
2699023,2026-06-18T14:59:28Z,closed
2699028,2026-06-18T15:13:27Z,closed
2699031,2026-06-18T15:00:17Z,closed
2699032,2026-06-18T14:59:11Z,closed
2699033,2026-06-18T14:58:09Z,closed
2699035,2026-06-18T15:13:56Z,closed
2699036,2026-06-18T15:02:09Z,closed
2699040,2026-06-18T15:13:13Z,closed
2699042,2026-06-18T15:23:51Z,closed
2699043,2026-06-18T14:59:51Z,closed
2699049,2026-06-18T15:04:57Z,closed
2699050,2026-06-18T15:20:02Z,closed
2699052,2026-06-18T15:06:35Z,closed
2699053,2026-06-18T15:19:02Z,closed
2699055,2026-06-18T15:16:48Z,closed
2699056,2026-06-18T15:03:49Z,closed
2699060,2026-06-18T15:05:23Z,closed
2699067,2026-06-18T15:19:47Z,closed
2699068,2026-06-18T15:05:51Z,closed
2699069,2026-06-18T15:06:43Z,closed
2699072,2026-06-18T15:21:24Z,closed
2699077,2026-06-18T15:22:00Z,closed
2699080,2026-06-18T15:28:24Z,closed
2699081,2026-06-18T15:10:11Z,closed
2699090,2026-06-18T15:14:21Z,closed
2699095,2026-06-18T15:14:23Z,closed
2699107,2026-06-18T15:17:29Z,closed
2699108,2026-06-18T15:23:26Z,closed
2699130,2026-06-18T15:37:05Z,closed
2699131,2026-06-18T15:37:32Z,closed
2699135,2026-06-18T15:35:32Z,closed
2699145,2026-06-18T15:26:45Z,closed
2699159,2026-06-18T15:29:16Z,closed
2699161,2026-06-18T15:45:07Z,closed
2699166,2026-06-18T15:31:57Z,closed
2699175,2026-06-18T15:32:22Z,closed
2699176,2026-06-18T15:34:07Z,closed
2699181,2026-06-18T15:33:29Z,closed
2699183,2026-06-18T15:40:54Z,closed
2699191,2026-06-18T15:38:14Z,closed
2699194,2026-06-18T15:49:33Z,closed
2699199,2026-06-18T15:52:02Z,closed
2699200,2026-06-18T15:37:43Z,closed
2699202,2026-06-18T15:41:03Z,closed
2699211,2026-06-18T15:39:14Z,closed
2699213,2026-06-18T15:39:59Z,closed
