ticket_id,created_at_utc,status
2706382,2026-06-19T18:13:35Z,closed
2706403,2026-06-19T18:18:17Z,closed
2706407,2026-06-19T18:32:51Z,closed
2706421,2026-06-19T18:33:31Z,closed
2706423,2026-06-19T18:19:24Z,closed
2706425,2026-06-19T18:19:51Z,closed
2706439,2026-06-19T18:21:38Z,closed
2706445,2026-06-19T18:22:29Z,closed
2706446,2026-06-19T18:28:19Z,closed
2706455,2026-06-19T18:24:44Z,closed
2706456,2026-06-19T18:36:46Z,closed
2706457,2026-06-19T18:41:34Z,closed
2706458,2026-06-19T18:23:42Z,closed
2706465,2026-06-19T18:39:17Z,closed
2706471,2026-06-19T18:31:05Z,closed
2706486,2026-06-19T18:25:30Z,closed
2706494,2026-06-19T18:46:24Z,closed
2706499,2026-06-19T18:32:20Z,closed
2706502,2026-06-19T18:27:39Z,closed
2706507,2026-06-19T18:28:35Z,closed
2706510,2026-06-19T18:34:29Z,closed
2706513,2026-06-19T18:32:05Z,closed
2706514,2026-06-19T18:29:00Z,closed
2706516,2026-06-19T18:29:34Z,closed
2706544,2026-06-19T18:33:43Z,closed
2706548,2026-06-19T18:34:32Z,closed
2706550,2026-06-19T18:32:38Z,closed
2706551,2026-06-19T18:30:28Z,closed
2706565,2026-06-19T18:32:56Z,closed
2706567,2026-06-19T18:33:56Z,closed
2706572,2026-06-19T18:32:57Z,closed
2706576,2026-06-19T18:33:17Z,closed
2706580,2026-06-19T18:40:39Z,closed
2706581,2026-06-19T18:32:29Z,closed
2706584,2026-06-19T18:35:15Z,closed
2706589,2026-06-19T18:35:25Z,closed
2706591,2026-06-19T18:35:10Z,closed
2706592,2026-06-19T18:34:18Z,closed
2706603,2026-06-19T18:48:47Z,closed
2706607,2026-06-19T18:36:09Z,closed
2706620,2026-06-19T18:38:15Z,closed
2706621,2026-06-19T18:50:08Z,closed
2706624,2026-06-19T18:36:42Z,closed
2706625,2026-06-19T18:50:18Z,closed
2706628,2026-06-19T18:35:58Z,closed
2706630,2026-06-19T18:36:33Z,closed
2706635,2026-06-19T18:50:41Z,closed
2706646,2026-06-19T18:51:49Z,closed
2706649,2026-06-19T18:52:04Z,closed
2706653,2026-06-19T18:52:19Z,closed
2706666,2026-06-19T18:39:11Z,closed
2706667,2026-06-19T18:54:16Z,closed
2706678,2026-06-19T18:40:12Z,closed
2706684,2026-06-19T18:42:23Z,closed
2706687,2026-06-19T19:02:09Z,closed
2706692,2026-06-19T18:56:46Z,closed
2706701,2026-06-19T18:57:22Z,closed
2706704,2026-06-19T19:05:42Z,closed
2706717,2026-06-19T18:58:41Z,closed
2706735,2026-06-19T18:47:07Z,closed
2706737,2026-06-19T18:49:19Z,closed
2706747,2026-06-19T18:52:03Z,closed
2706748,2026-06-19T18:46:19Z,closed
2706749,2026-06-19T18:49:50Z,closed
2706757,2026-06-19T18:48:46Z,closed
2706771,2026-06-19T18:48:13Z,closed
2706782,2026-06-19T18:49:54Z,closed
2706788,2026-06-19T18:49:41Z,closed
2706793,2026-06-19T18:51:24Z,closed
2706802,2026-06-19T18:50:42Z,closed
2706809,2026-06-19T19:06:37Z,closed
2706812,2026-06-19T19:05:23Z,closed
2706813,2026-06-19T18:51:43Z,closed
2706818,2026-06-19T18:52:58Z,closed
2706826,2026-06-19T19:07:02Z,closed
2706827,2026-06-19T19:07:12Z,closed
2706828,2026-06-19T19:08:18Z,closed
2706834,2026-06-19T18:55:04Z,closed
2706838,2026-06-19T19:07:53Z,closed
2706841,2026-06-19T19:08:27Z,closed
2706861,2026-06-19T18:56:35Z,closed
2706864,2026-06-19T18:56:55Z,closed
2706872,2026-06-19T18:57:52Z,closed
2706880,2026-06-19T19:12:52Z,closed
2706884,2026-06-19T18:59:37Z,closed
2706898,2026-06-19T19:01:42Z,closed
2706907,2026-06-19T19:14:48Z,closed
2706908,2026-06-19T19:17:44Z,closed
2706924,2026-06-19T19:02:29Z,closed
2706934,2026-06-19T19:04:46Z,closed
2706936,2026-06-19T19:03:24Z,closed
2706938,2026-06-19T19:03:59Z,closed
2706942,2026-06-19T19:07:26Z,closed
2706946,2026-06-19T19:17:49Z,closed
2706949,2026-06-19T19:04:36Z,closed
2706959,2026-06-19T19:05:46Z,closed
2706960,2026-06-19T19:06:03Z,closed
2706962,2026-06-19T19:18:55Z,closed
2706973,2026-06-19T19:20:14Z,closed
2706979,2026-06-19T19:14:46Z,closed
2706985,2026-06-19T19:22:33Z,closed
2706986,2026-06-19T19:08:33Z,closed
2706988,2026-06-19T19:22:12Z,closed
2706995,2026-06-19T19:08:18Z,closed
2707003,2026-06-19T19:11:18Z,closed
2707020,2026-06-19T19:10:29Z,closed
2707031,2026-06-19T19:11:49Z,closed
2707034,2026-06-19T19:35:50Z,closed
2707042,2026-06-19T19:26:12Z,closed
2707043,2026-06-19T19:12:13Z,closed
2707051,2026-06-19T19:29:36Z,closed
2707052,2026-06-19T19:26:58Z,closed
2707059,2026-06-19T19:27:14Z,closed
2707061,2026-06-19T19:14:00Z,closed
2707065,2026-06-19T19:28:15Z,closed
2707076,2026-06-19T19:14:58Z,closed
2707079,2026-06-19T19:30:39Z,closed
2707083,2026-06-19T19:17:27Z,closed
2707085,2026-06-19T19:18:56Z,closed
2707107,2026-06-19T19:17:21Z,closed
2707108,2026-06-19T19:30:45Z,closed
2707109,2026-06-19T19:18:41Z,closed
2707111,2026-06-19T19:17:54Z,closed
2707114,2026-06-19T19:18:44Z,closed
2707121,2026-06-19T19:32:53Z,closed
2707126,2026-06-19T19:22:04Z,closed
2707128,2026-06-19T19:18:43Z,closed
2707131,2026-06-19T19:28:15Z,closed
2707132,2026-06-19T19:33:43Z,closed
2707136,2026-06-19T19:20:35Z,closed
2707139,2026-06-19T19:32:43Z,closed
2707145,2026-06-19T19:33:07Z,closed
2707153,2026-06-19T19:33:49Z,closed
2707156,2026-06-19T19:20:53Z,closed
2707159,2026-06-19T19:39:32Z,closed
2707161,2026-06-19T19:37:04Z,closed
2707162,2026-06-19T19:20:35Z,closed
2707172,2026-06-19T19:34:54Z,closed
2707178,2026-06-19T19:22:51Z,closed
2707179,2026-06-19T19:24:17Z,closed
2707182,2026-06-19T19:37:11Z,closed
2707189,2026-06-19T19:24:20Z,closed
2707194,2026-06-19T19:39:39Z,closed
2707202,2026-06-19T19:25:45Z,closed
2707208,2026-06-19T19:25:40Z,closed
2707211,2026-06-19T19:25:43Z,closed
2707222,2026-06-19T19:28:11Z,closed
2707257,2026-06-19T19:29:27Z,closed
2707266,2026-06-19T19:28:47Z,closed
2707272,2026-06-19T19:48:26Z,closed
2707274,2026-06-19T19:42:25Z,closed
2707278,2026-06-19T19:45:43Z,closed
2707279,2026-06-19T19:29:43Z,closed
2707282,2026-06-19T19:32:09Z,closed
2707284,2026-06-19T19:46:22Z,closed
2707292,2026-06-19T19:45:12Z,closed
2707296,2026-06-19T19:43:37Z,closed
2707301,2026-06-19T19:30:59Z,closed
2707313,2026-06-19T19:44:27Z,closed
2707319,2026-06-19T19:33:21Z,closed
2707326,2026-06-19T19:48:42Z,closed
2707342,2026-06-19T19:32:32Z,closed
2707345,2026-06-19T19:39:45Z,closed
2707348,2026-06-19T19:35:00Z,closed
2707351,2026-06-19T19:49:05Z,closed
2707352,2026-06-19T19:33:42Z,closed
2707353,2026-06-19T19:35:01Z,closed
2707356,2026-06-19T19:33:48Z,closed
2707357,2026-06-19T19:34:04Z,closed
2707361,2026-06-19T19:49:43Z,closed
2707365,2026-06-19T19:33:25Z,closed
2707369,2026-06-19T19:51:18Z,closed
2707381,2026-06-19T19:35:43Z,closed
2707382,2026-06-19T19:38:35Z,closed
2707388,2026-06-19T19:51:08Z,closed
2707391,2026-06-19T19:37:15Z,closed
2707397,2026-06-19T19:52:03Z,closed
2707404,2026-06-19T19:51:28Z,closed
2707415,2026-06-19T19:38:16Z,closed
2707420,2026-06-19T19:51:31Z,closed
2707421,2026-06-19T19:37:37Z,closed
2707424,2026-06-19T19:53:20Z,closed
2707431,2026-06-19T19:52:15Z,closed
2707432,2026-06-19T19:52:22Z,closed
2707434,2026-06-19T19:43:49Z,closed
2707441,2026-06-19T19:42:42Z,closed
2707442,2026-06-19T19:39:44Z,closed
2707445,2026-06-19T19:40:04Z,closed
2707451,2026-06-19T19:54:11Z,closed
2707458,2026-06-19T19:54:29Z,closed
2707462,2026-06-19T19:52:18Z,closed
2707469,2026-06-19T19:42:29Z,closed
2707471,2026-06-19T19:55:37Z,closed
2707472,2026-06-19T19:43:02Z,closed
2707475,2026-06-19T19:43:16Z,closed
2707482,2026-06-19T19:43:54Z,closed
2707498,2026-06-19T19:57:24Z,closed
2707502,2026-06-19T20:03:20Z,closed
2707507,2026-06-19T19:58:03Z,closed
2707510,2026-06-19T20:01:55Z,closed
2707520,2026-06-19T20:01:08Z,closed
2707527,2026-06-19T19:46:18Z,closed
2707545,2026-06-19T19:49:43Z,closed
2707548,2026-06-19T19:47:15Z,closed
2707552,2026-06-19T19:50:36Z,closed
2707553,2026-06-19T20:01:50Z,closed
2707567,2026-06-19T19:52:48Z,closed
2707568,2026-06-19T19:52:11Z,closed
2707571,2026-06-19T19:50:07Z,closed
2707574,2026-06-19T19:51:22Z,closed
2707591,2026-06-19T19:52:28Z,closed
2707594,2026-06-19T19:51:57Z,closed
2707598,2026-06-19T20:07:48Z,closed
2707603,2026-06-19T19:55:45Z,closed
2707608,2026-06-19T19:52:15Z,closed
2707613,2026-06-19T19:54:49Z,closed
2707623,2026-06-19T19:55:03Z,closed
2707625,2026-06-19T20:10:41Z,closed
2707629,2026-06-19T19:54:49Z,closed
2707633,2026-06-19T19:55:47Z,closed
2707639,2026-06-19T20:11:00Z,closed
2707646,2026-06-19T19:55:59Z,closed
2707647,2026-06-19T20:10:14Z,closed
2707648,2026-06-19T20:14:11Z,closed
2707649,2026-06-19T19:58:34Z,closed
2707653,2026-06-19T20:14:54Z,closed
2707656,2026-06-19T19:58:42Z,closed
2707658,2026-06-19T19:58:36Z,closed
2707672,2026-06-19T20:14:40Z,closed
2707674,2026-06-19T19:58:27Z,closed
2707682,2026-06-19T19:58:54Z,closed
2707693,2026-06-19T20:12:20Z,closed
2707701,2026-06-19T20:01:49Z,closed
2707709,2026-06-19T20:16:02Z,closed
2707713,2026-06-19T20:01:14Z,closed
2707721,2026-06-19T20:18:49Z,closed
2707725,2026-06-19T20:03:08Z,closed
2707730,2026-06-19T20:15:17Z,closed
2707743,2026-06-19T20:02:06Z,closed
2707752,2026-06-19T20:05:15Z,closed
2707771,2026-06-19T20:05:09Z,closed
2707782,2026-06-19T20:06:51Z,closed
2707799,2026-06-19T20:22:19Z,closed
2707801,2026-06-19T20:07:12Z,closed
2707804,2026-06-19T20:06:51Z,closed
2707817,2026-06-19T20:07:59Z,closed
2707825,2026-06-19T20:12:27Z,closed
2707834,2026-06-19T20:10:06Z,closed
2707839,2026-06-19T20:09:38Z,closed
2707841,2026-06-19T20:09:36Z,closed
2707842,2026-06-19T20:23:48Z,closed
2707848,2026-06-19T20:12:30Z,closed
2707850,2026-06-19T20:23:50Z,closed
2707856,2026-06-19T20:26:19Z,closed
2707865,2026-06-19T20:11:59Z,closed
2707876,2026-06-19T20:35:36Z,closed
2707877,2026-06-19T20:13:51Z,closed
2707878,2026-06-19T20:29:05Z,closed
2707879,2026-06-19T20:13:13Z,closed
2707882,2026-06-19T20:13:18Z,closed
2707884,2026-06-19T20:27:04Z,closed
2707885,2026-06-19T20:14:38Z,closed
2707895,2026-06-19T20:28:12Z,closed
2707897,2026-06-19T20:19:14Z,closed
2707904,2026-06-19T20:16:53Z,closed
2707906,2026-06-19T20:16:21Z,closed
2707909,2026-06-19T20:33:45Z,closed
2707910,2026-06-19T20:16:42Z,closed
2707917,2026-06-19T20:33:43Z,closed
2707920,2026-06-19T20:18:32Z,closed
2707923,2026-06-19T20:18:33Z,closed
2707929,2026-06-19T20:31:39Z,closed
2707931,2026-06-19T20:33:53Z,closed
2707934,2026-06-19T20:32:00Z,closed
2707943,2026-06-19T20:19:28Z,closed
2707949,2026-06-19T20:33:20Z,closed
2707950,2026-06-19T20:33:21Z,closed
2707953,2026-06-19T20:33:41Z,closed
2707961,2026-06-19T20:21:31Z,closed
2707973,2026-06-19T20:22:53Z,closed
2707977,2026-06-19T20:50:45Z,closed
2707979,2026-06-19T20:44:54Z,closed
2707986,2026-06-19T20:24:59Z,closed
2707988,2026-06-19T20:41:21Z,closed
2707991,2026-06-19T20:23:19Z,closed
2707992,2026-06-19T20:23:56Z,closed
2708003,2026-06-19T20:25:27Z,closed
2708022,2026-06-19T20:27:13Z,closed
2708025,2026-06-19T20:32:04Z,closed
2708034,2026-06-19T20:28:59Z,closed
2708036,2026-06-19T20:42:36Z,closed
2708038,2026-06-19T20:42:24Z,closed
2708041,2026-06-19T20:45:14Z,closed
2708054,2026-06-19T20:43:59Z,closed
2708062,2026-06-19T20:33:01Z,closed
2708073,2026-06-19T20:32:47Z,closed
2708077,2026-06-19T20:48:56Z,closed
2708079,2026-06-19T20:48:57Z,closed
2708085,2026-06-19T20:37:06Z,closed
2708086,2026-06-19T20:36:15Z,closed
2708092,2026-06-19T20:49:01Z,closed
2708094,2026-06-19T20:35:40Z,closed
2708097,2026-06-19T20:36:59Z,closed
2708099,2026-06-19T20:49:41Z,closed
2708100,2026-06-19T20:35:28Z,closed
2708101,2026-06-19T20:49:51Z,closed
2708108,2026-06-19T20:38:35Z,closed
2708118,2026-06-19T20:39:40Z,closed
2708122,2026-06-19T20:38:06Z,closed
2708127,2026-06-19T20:52:11Z,closed
2708132,2026-06-19T20:55:10Z,closed
2708138,2026-06-19T20:58:23Z,closed
2708139,2026-06-19T20:40:21Z,closed
2708143,2026-06-19T20:41:04Z,closed
2708146,2026-06-19T20:40:13Z,closed
2708174,2026-06-19T20:45:13Z,closed
2708176,2026-06-19T20:58:27Z,closed
2708177,2026-06-19T20:46:45Z,closed
2708180,2026-06-19T20:58:41Z,closed
2708192,2026-06-19T20:45:55Z,closed
2708194,2026-06-19T20:46:45Z,closed
2708205,2026-06-19T20:46:10Z,closed
2708217,2026-06-19T20:47:52Z,closed
2708218,2026-06-19T21:10:44Z,closed
2708219,2026-06-19T21:02:03Z,closed
2708226,2026-06-19T21:05:11Z,closed
2708228,2026-06-19T20:52:00Z,closed
2708246,2026-06-19T20:52:15Z,closed
2708247,2026-06-19T21:04:29Z,closed
2708250,2026-06-19T20:52:20Z,closed
2708253,2026-06-19T20:51:59Z,closed
2708256,2026-06-19T21:05:05Z,closed
2708258,2026-06-19T21:07:07Z,closed
2708265,2026-06-19T21:07:38Z,closed
2708285,2026-06-19T21:09:22Z,closed
2708292,2026-06-19T21:08:54Z,closed
2708301,2026-06-19T21:14:36Z,closed
2708305,2026-06-19T21:03:42Z,closed
2708317,2026-06-19T21:15:36Z,closed
2708318,2026-06-19T21:12:53Z,closed
2708323,2026-06-19T21:15:18Z,closed
2708329,2026-06-19T21:16:27Z,closed
2708343,2026-06-19T21:03:50Z,closed
2708351,2026-06-19T21:05:43Z,closed
2708352,2026-06-19T21:06:25Z,closed
2708354,2026-06-19T21:05:35Z,closed
2708366,2026-06-19T21:23:30Z,closed
2708374,2026-06-19T21:05:37Z,closed
2708389,2026-06-19T21:08:54Z,closed
2708390,2026-06-19T21:20:59Z,closed
2708395,2026-06-19T21:17:52Z,closed
2708396,2026-06-19T21:28:31Z,closed
2708404,2026-06-19T21:09:16Z,closed
2708415,2026-06-19T21:46:00Z,closed
2708434,2026-06-19T21:26:19Z,closed
2708448,2026-06-19T21:32:44Z,closed
2708450,2026-06-19T21:12:03Z,closed
2708452,2026-06-19T21:12:22Z,closed
2708460,2026-06-19T21:13:18Z,closed
2708467,2026-06-19T21:14:23Z,closed
2708476,2026-06-19T21:14:46Z,closed
2708483,2026-06-19T21:17:44Z,closed
2708490,2026-06-19T21:28:15Z,closed
2708494,2026-06-19T21:14:00Z,closed
2708503,2026-06-19T21:14:23Z,closed
2708504,2026-06-19T21:15:27Z,closed
2708511,2026-06-19T21:16:16Z,closed
2708524,2026-06-19T21:29:32Z,closed
2708527,2026-06-19T21:31:14Z,closed
2708529,2026-06-19T21:31:23Z,closed
2708535,2026-06-19T21:16:50Z,closed
2708536,2026-06-19T21:31:53Z,closed
2708538,2026-06-19T21:17:22Z,closed
2708552,2026-06-19T21:20:16Z,closed
2708560,2026-06-19T21:32:07Z,closed
2708563,2026-06-19T21:18:32Z,closed
2708574,2026-06-19T21:19:31Z,closed
2708575,2026-06-19T21:20:20Z,closed
2708579,2026-06-19T21:34:22Z,closed
2708583,2026-06-19T21:33:26Z,closed
2708588,2026-06-19T21:40:11Z,closed
2708594,2026-06-19T21:35:00Z,closed
2708595,2026-06-19T21:36:46Z,closed
2708602,2026-06-19T21:22:26Z,closed
2708613,2026-06-19T21:23:06Z,closed
2708621,2026-06-19T21:23:28Z,closed
2708634,2026-06-19T21:25:14Z,closed
2708639,2026-06-19T21:30:10Z,closed
2708640,2026-06-19T21:39:39Z,closed
2708649,2026-06-19T21:27:12Z,closed
2708655,2026-06-19T21:39:40Z,closed
2708660,2026-06-19T21:28:54Z,closed
2708665,2026-06-19T21:29:51Z,closed
2708667,2026-06-19T21:27:43Z,closed
2708671,2026-06-19T21:29:50Z,closed
2708716,2026-06-19T21:33:02Z,closed
2708722,2026-06-19T21:35:08Z,closed
2708723,2026-06-19T21:39:34Z,closed
2708733,2026-06-19T21:33:10Z,closed
2708735,2026-06-19T21:49:31Z,closed
2708739,2026-06-19T21:36:00Z,closed
2708740,2026-06-19T21:34:18Z,closed
2708743,2026-06-19T21:33:24Z,closed
2708750,2026-06-19T21:34:05Z,closed
2708755,2026-06-19T21:49:04Z,closed
2708765,2026-06-19T21:49:29Z,closed
2708768,2026-06-19T21:49:03Z,closed
2708774,2026-06-19T21:37:22Z,closed
2708781,2026-06-19T21:37:42Z,closed
2708782,2026-06-19T21:35:55Z,closed
2708784,2026-06-19T21:49:49Z,closed
2708790,2026-06-19T21:50:50Z,closed
2708794,2026-06-19T21:38:04Z,closed
2708800,2026-06-19T21:38:10Z,closed
2708807,2026-06-19T21:39:43Z,closed
2708808,2026-06-19T21:51:14Z,closed
2708809,2026-06-19T21:40:57Z,closed
2708812,2026-06-19T21:51:37Z,closed
2708814,2026-06-19T21:45:25Z,closed
2708831,2026-06-19T21:44:30Z,closed
2708833,2026-06-19T21:40:38Z,closed
2708837,2026-06-19T21:41:30Z,closed
2708842,2026-06-19T21:45:01Z,closed
2708848,2026-06-19T21:41:36Z,closed
2708849,2026-06-19T21:43:31Z,closed
2708853,2026-06-19T21:43:06Z,closed
2708859,2026-06-19T21:56:25Z,closed
2708860,2026-06-19T21:56:27Z,closed
2708871,2026-06-19T21:46:47Z,closed
2708882,2026-06-19T21:59:44Z,closed
2708886,2026-06-19T21:45:19Z,closed
2708890,2026-06-19T21:59:36Z,closed
2708898,2026-06-19T22:13:02Z,closed
2708903,2026-06-19T21:48:52Z,closed
2708905,2026-06-19T21:46:32Z,closed
2708911,2026-06-19T22:04:49Z,closed
2708919,2026-06-19T22:03:27Z,closed
2708925,2026-06-19T22:04:06Z,closed
2708926,2026-06-19T21:51:02Z,closed
2708936,2026-06-19T21:49:38Z,closed
2708939,2026-06-19T21:49:39Z,closed
2708949,2026-06-19T22:04:22Z,closed
2708951,2026-06-19T22:04:53Z,closed
2708956,2026-06-19T21:50:50Z,closed
2708957,2026-06-19T21:52:19Z,closed
2708966,2026-06-19T22:05:25Z,closed
2708971,2026-06-19T21:54:34Z,closed
2708984,2026-06-19T21:53:25Z,closed
2708986,2026-06-19T22:07:49Z,closed
2708988,2026-06-19T22:07:20Z,closed
2708990,2026-06-19T22:12:24Z,closed
2708995,2026-06-19T21:54:58Z,closed
2709004,2026-06-19T22:09:41Z,closed
2709006,2026-06-19T22:08:50Z,closed
2709026,2026-06-19T22:12:11Z,closed
2709027,2026-06-19T21:59:01Z,closed
2709035,2026-06-19T21:58:37Z,closed
2709050,2026-06-19T21:59:23Z,closed
2709051,2026-06-19T22:00:15Z,closed
2709055,2026-06-19T22:15:11Z,closed
2709058,2026-06-19T22:01:00Z,closed
2709060,2026-06-19T22:09:15Z,closed
2709067,2026-06-19T22:01:06Z,closed
2709069,2026-06-19T21:59:33Z,closed
2709072,2026-06-19T22:14:32Z,closed
2709073,2026-06-19T22:15:03Z,closed
2709082,2026-06-19T22:10:35Z,closed
2709083,2026-06-19T22:02:59Z,closed
2709087,2026-06-19T22:01:57Z,closed
2709094,2026-06-19T22:03:08Z,closed
2709104,2026-06-19T22:17:17Z,closed
2709105,2026-06-19T22:05:10Z,closed
2709122,2026-06-19T22:05:01Z,closed
2709126,2026-06-19T22:19:10Z,closed
2709130,2026-06-19T22:20:43Z,closed
2709131,2026-06-19T22:06:51Z,closed
2709139,2026-06-19T22:06:37Z,closed
2709146,2026-06-19T22:20:47Z,closed
2709157,2026-06-19T22:21:46Z,closed
2709159,2026-06-19T22:09:18Z,closed
2709163,2026-06-19T22:14:30Z,closed
2709167,2026-06-19T22:22:40Z,closed
2709181,2026-06-19T22:10:56Z,closed
2709185,2026-06-19T22:16:37Z,closed
2709188,2026-06-19T22:26:08Z,closed
2709203,2026-06-19T22:26:29Z,closed
2709208,2026-06-19T22:12:52Z,closed
2709210,2026-06-19T22:15:32Z,closed
2709214,2026-06-19T22:13:59Z,closed
2709217,2026-06-19T22:28:08Z,closed
2709218,2026-06-19T22:28:06Z,closed
2709219,2026-06-19T22:16:01Z,closed
2709231,2026-06-19T22:29:13Z,closed
2709232,2026-06-19T22:17:20Z,closed
2709253,2026-06-19T22:16:57Z,closed
2709260,2026-06-19T22:24:48Z,closed
2709262,2026-06-19T22:18:11Z,closed
2709264,2026-06-19T22:31:42Z,closed
2709269,2026-06-19T22:24:57Z,closed
2709270,2026-06-19T22:32:58Z,closed
2709273,2026-06-19T22:44:02Z,closed
2709276,2026-06-19T22:19:27Z,closed
2709281,2026-06-19T22:34:07Z,closed
2709282,2026-06-19T22:22:18Z,closed
2709284,2026-06-19T22:35:06Z,closed
2709289,2026-06-19T22:34:27Z,closed
2709302,2026-06-19T22:23:21Z,closed
2709319,2026-06-19T22:23:11Z,closed
2709324,2026-06-19T22:44:49Z,closed
2709330,2026-06-19T22:37:34Z,closed
2709331,2026-06-19T22:38:31Z,closed
2709337,2026-06-19T22:38:56Z,closed
2709341,2026-06-19T22:29:08Z,closed
2709342,2026-06-19T22:24:30Z,closed
2709346,2026-06-19T22:30:33Z,closed
2709349,2026-06-19T22:25:40Z,closed
2709351,2026-06-19T22:39:31Z,closed
2709357,2026-06-19T22:40:22Z,closed
2709360,2026-06-19T22:39:43Z,closed
2709381,2026-06-19T22:41:19Z,closed
2709402,2026-06-19T22:30:10Z,closed
2709403,2026-06-19T22:38:37Z,closed
2709412,2026-06-19T22:34:27Z,closed
2709420,2026-06-19T22:31:24Z,closed
2709424,2026-06-19T22:30:17Z,closed
2709427,2026-06-19T22:34:20Z,closed
2709432,2026-06-19T22:45:08Z,closed
2709450,2026-06-19T22:33:15Z,closed
2709466,2026-06-19T22:36:48Z,closed
2709467,2026-06-19T22:47:06Z,closed
2709472,2026-06-19T22:34:14Z,closed
2709476,2026-06-19T22:35:33Z,closed
2709480,2026-06-19T22:36:08Z,closed
2709482,2026-06-19T22:35:07Z,closed
2709488,2026-06-19T22:35:41Z,closed
2709494,2026-06-19T22:34:45Z,closed
2709496,2026-06-19T22:49:43Z,closed
2709498,2026-06-19T22:36:18Z,closed
2709501,2026-06-19T22:50:26Z,closed
2709504,2026-06-19T22:36:00Z,closed
2709511,2026-06-19T22:35:25Z,closed
2709514,2026-06-19T22:37:09Z,closed
2709520,2026-06-19T22:36:34Z,closed
2709522,2026-06-19T22:37:51Z,closed
2709524,2026-06-19T22:52:42Z,closed
2709531,2026-06-19T22:50:52Z,closed
2709538,2026-06-19T22:51:16Z,closed
2709539,2026-06-19T22:38:37Z,closed
2709540,2026-06-19T22:43:06Z,closed
2709543,2026-06-19T22:52:25Z,closed
2709550,2026-06-19T22:41:48Z,closed
2709556,2026-06-19T22:39:16Z,closed
2709557,2026-06-19T22:52:24Z,closed
2709560,2026-06-19T22:53:16Z,closed
2709572,2026-06-19T22:42:57Z,closed
2709581,2026-06-19T22:54:51Z,closed
2709585,2026-06-19T22:41:45Z,closed
2709596,2026-06-19T22:44:41Z,closed
2709614,2026-06-19T22:43:24Z,closed
2709615,2026-06-19T22:56:36Z,closed
2709625,2026-06-19T22:57:20Z,closed
2709626,2026-06-19T23:02:53Z,closed
2709628,2026-06-19T22:48:49Z,closed
2709632,2026-06-19T22:44:59Z,closed
2709662,2026-06-19T23:00:29Z,closed
2709668,2026-06-19T22:48:08Z,closed
2709673,2026-06-19T23:01:13Z,closed
2709676,2026-06-19T23:06:33Z,closed
2709679,2026-06-19T22:48:19Z,closed
2709680,2026-06-19T22:49:54Z,closed
2709681,2026-06-19T22:48:00Z,closed
2709688,2026-06-19T22:51:23Z,closed
2709700,2026-06-19T22:50:33Z,closed
2709708,2026-06-19T22:51:27Z,closed
2709709,2026-06-19T22:53:14Z,closed
2709710,2026-06-19T23:05:29Z,closed
2709718,2026-06-19T23:05:23Z,closed
2709726,2026-06-19T22:53:25Z,closed
2709731,2026-06-19T23:07:07Z,closed
2709734,2026-06-19T23:11:14Z,closed
2709735,2026-06-19T22:52:35Z,closed
2709738,2026-06-19T22:54:54Z,closed
2709739,2026-06-19T23:07:01Z,closed
2709745,2026-06-19T23:08:31Z,closed
2709749,2026-06-19T23:14:50Z,closed
2709754,2026-06-19T22:55:33Z,closed
2709786,2026-06-19T22:59:25Z,closed
2709792,2026-06-19T23:00:43Z,closed
2709797,2026-06-19T23:01:29Z,closed
2709802,2026-06-19T23:03:44Z,closed
2709815,2026-06-19T23:04:04Z,closed
2709821,2026-06-19T23:02:21Z,closed
2709827,2026-06-19T23:16:15Z,closed
2709831,2026-06-19T23:22:29Z,closed
2709834,2026-06-19T23:16:38Z,closed
2709844,2026-06-19T23:15:14Z,closed
2709850,2026-06-19T23:03:39Z,closed
2709858,2026-06-19T23:20:28Z,closed
2709859,2026-06-19T23:20:22Z,closed
2709863,2026-06-19T23:06:56Z,closed
2709869,2026-06-19T23:07:37Z,closed
2709871,2026-06-19T23:20:39Z,closed
2709881,2026-06-19T23:22:27Z,closed
2709886,2026-06-19T23:17:27Z,closed
2709914,2026-06-19T23:22:42Z,closed
2709920,2026-06-19T23:24:50Z,closed
2709925,2026-06-19T23:12:54Z,closed
2709928,2026-06-19T23:12:28Z,closed
2709933,2026-06-19T23:12:34Z,closed
2709952,2026-06-19T23:13:03Z,closed
2709955,2026-06-19T23:26:15Z,closed
2709971,2026-06-19T23:19:34Z,closed
2709973,2026-06-19T23:28:08Z,closed
2709975,2026-06-19T23:29:02Z,closed
2709976,2026-06-19T23:27:26Z,closed
2709985,2026-06-19T23:33:23Z,closed
2710001,2026-06-19T23:15:49Z,closed
2710019,2026-06-19T23:20:23Z,closed
2710030,2026-06-19T23:19:46Z,closed
2710034,2026-06-19T23:34:53Z,closed
2710035,2026-06-19T23:34:32Z,closed
2710042,2026-06-19T23:46:10Z,closed
2710049,2026-06-19T23:20:15Z,closed
2710054,2026-06-19T23:21:11Z,closed
2710057,2026-06-19T23:24:43Z,closed
2710058,2026-06-19T23:23:47Z,closed
2710067,2026-06-19T23:35:23Z,closed
2710073,2026-06-19T23:36:48Z,closed
2710075,2026-06-19T23:36:12Z,closed
2710084,2026-06-19T23:31:25Z,closed
2710093,2026-06-19T23:38:29Z,closed
2710101,2026-06-19T23:38:55Z,closed
2710117,2026-06-19T23:42:50Z,closed
2710121,2026-06-19T23:41:09Z,closed
2710129,2026-06-19T23:28:04Z,closed
