categoria,tag,uso_total_alltime
no_interno,4.27-instrucoes_para_visualizar_contas_bancarias_cadastradas_na_plataforma,41
no_interno,17.13-encerramento_do_fluxo_de_protecao_com_reforco_do_jogo_responsavel,40
no_interno,17.90-cliente_informa_nao_ter_recebido_convite_do_compulsafe,40
no_interno,5.27.1-ausencia_de_cobertura_por_indisponibilidade_da_ramp,40
no_interno,17.85_explicando_ao_cliente_que_o_reembolso_esta_indisponivel_mesmo_sendo_caso_de_ludopatia,39
no_interno,3.4-lembrete_deposito_pix_apenas_titular,38
no_interno,5.75-apuracao_de_motivo_de_anulacao_de_aposta_pela_ramp,38
no_interno,6.6_cashout_contestação_4,37
no_interno,16.13-confirmacao_de_que_rodadas_gratis_ja_foram_utilizadas_pelo_cliente,37
no_interno,12.17-desbloqueio_indisponivel_por_prazo_de_bloqueio_ainda_em_andamento,37
no_interno,8.11-envio_de_resumo_financeiro_da_carteira_do_cliente_e_consulta_de_totais_de_depositos_saques_e_apostas,37
no_interno,8.3-garantia_de_segurança_e_protecao_de_dados_conforme_lgpd,36
no_interno,3.3-orientacao_finalizacao_deposito_pix_no_banco,36
no_interno,2.17-alteracao_dados_exigido_validacao_por_email,35
no_interno,10.55-sistema_interno_em_manutencao_com_saudacao_personalizada_do_atendente,35
no_interno,10.45-confirmacao_de_ausencia_de_instabilidades_ativas_na_plataforma,35
no_interno,4.18-saque_bloqueado_por_ausencia_de_verificacao_de_identidade_kyc,35
no_interno,17.61-revisao_ebac_em_andamento_cliente_aguardando_retorno_analise_jogo_responsavel,35
no_interno,10.49-coleta_de_video_de_tela_para_analise_tecnica_de_anomalia_na_plataforma,35
no_interno,17.67.1-documentacao_aprovada_para_prosseguimento_da_reativacao_da_conta,35
no_interno,5.8.1-cliente_ansioso_devido_aposta_pendente_durante_um_longo_periodo,34
no_interno,4.29-instrucoes_para_excluir_conta_bancaria_cadastrada_na_plataforma,34
no_interno,3.23-deposito_pendente_conta_bancaria_exige_confirmacao,33
no_interno,2.21-solicitacao_print_link_para_orientacao_redefinicao_senha_,33
no_interno,17.29-irregularidade_no_cpf_junto_a_receita_federal_impedindo_validacao,33
no_interno,11.9-bloqueio_de_conta_por_7_dias_por_comportamento_abusivo_ou_discurso_de_odio,32
no_interno,9.14-cartoes_invalidos_no_total_de_cartoes_banco_tecnicos_e_pos_apito,31
no_interno,17.70-analise_de_desbloqueio_impossivel_sem_comprovante_de_autoexclusao_gov,31
no_interno,17.1-explicacao_do_funcionamento_do_limite_de_aposta_por_periodo,30
no_interno,14.4-confirmacao_de_liberacao_de_conta_apos_validacao_de_ex_menor,30
no_interno,8.2-redirecionamento_de_cliente_interessado_em_trabalhar_conosco,30
no_interno,17.18-validacao_de_identidade_ainda_nao_recebida_impedindo_atualizacao,30
no_interno,17.74-pausa_de_42_dias_nao_pode_ser_desfeita_mas_pode_ser_reduzida_para_24h,30
no_interno,18.7-encerramento_de_atendimento_apos_feedback_sobre_mudanca_de_layout,30
no_interno,17.94-cliente_em_etapa_de_formulario_3cs_ou_demografia_na_jornada_com_ebac,30
no_interno,17.58-manutencao_do_bloqueio_apos_reavaliacao_com_a_ebac,29
no_interno,17.11-instrucoes_para_ativar_pausa_programada_na_ferramenta_de_protecao,29
no_interno,20.5-reativacao_gradual_de_contas_bloqueadas_por_vinculo_a_beneficio_social,29
no_interno,10.47-botao_continuar_indisponivel_no_kyc_com_instrucoes_de_resolucao,29
no_interno,5.22-indisponibilidade_temporaria_de_mercado-devido_suspensao_por_atualizacao_de_odds,29
no_interno,17.50-autenticacao_exigida_pela_lei_14790_como_base_legal_obrigatoria,29
no_interno,9.1-explicacao_do_mercado_multiresultados_com_selecao_de_varios_placares,29
no_interno,12.2_-_bloqueio_como_fazer_1,28
no_interno,2.22-orientacao_copia_manual_link_redefinicao_senha,28
no_interno,4.8-saque_bloqueado_por_irregularidade_no_cpf_junto_a_receita_federal,28
no_interno,2.5.1-dificuldade_de_cadastro_devido_a_cep_generico_terminado_em_000,28
no_interno,12.3_-_bloqueio_como_fazer_2,27
no_interno,13.1-cliente_confirmando_interesse_em_se_tornar_afiliado_da_plataforma,27
no_interno,12.4_-_bloqueio_como_fazer_3,27
no_interno,4.22-deposito_deve_ser_feito_pela_conta_bancaria_cadastrada_na_plataforma,27
no_interno,5.17-partida_nao_disponivel_para_aposta_por_indisponibilidade_do_provedor,27
no_interno,10.6-cashout_indisponivel_por_instabilidade_momentanea_na_plataforma,27
no_interno,5.28-mercado_nao_disponivel_para_aposta_por_indisponibilidade_do_provedor,25
no_interno,3.9-saldo_restrito_cortesia_nao_utilizada_em_apostas,25
no_interno,17.12-pausa_inicia_imediatamente_apos_ativacao_e_dura_ate_fim_do_prazo,25
no_interno,20.6-reativacao_de_conta_por_decisao_judicial_normalizando_acesso_de_beneficiari,25
no_interno,17.86_cliente_pede_desbloqueio_mas_tem_autoexclusao_centralizada_temporária_por_ludopatia,25
no_interno,16.19-caixa_de_premio_bnp_indisponivel_por_prazo_de_expiracao,25
no_interno,3.20-estorno_nao_concluido_falha_bancaria_em_processamento,25
no_interno,5.64-orientacao_para_localizar_freebets_ou_bonus_na_conta,23
no_interno,8.35-solicitacao_de_informe_de_rendimentos_com_conta_encerrada_ou_autoexcluida,23
no_interno,8.22-instrucoes_para_acesso_e_download_do_informe_de_rendimentos_2025_em_diante,23
no_interno,17.26-reconhecimento_da_decisao_de_exclusao_com_reforco_do_procedimento_correto,23
no_interno,17.78-analise_de_desbloqueio_condicionada_a_comprovante_de_fim_da_autoexclusao,23
no_interno,16.24-solicitacao_de_bonificacao_sem_elegibilidade_na_campanha,23
no_interno,5.39.1-garantia_de_integridade_dos_resultados_esportivos_pelo_provedor_ramp,23
no_interno,7.4-contestacao_e_explicacao_de_perda_por_saque_apos_decolagem_aviator,22
no_interno,12.34-verificacao_interna_das_informacoes_do_bloqueio_antes_do_desbloqueio,22
no_interno,8.21-encerramento_de_atendimento_com_divulgacao_do_app_na_play_store,22
no_interno,6.12_cashout_valor_divergente_2,22
no_interno,10.19-selfie_reprovada_no_kyc_por_iluminacao_insuficiente_ou_inadequada,22
no_interno,17.14-confirmacao_de_atualizacao_bem_sucedida_de_dados_cadastrais,22
no_interno,8.18-inicio_de_validacao_de_identidade_antes_de_compartilhar_dados_de_cadastro,22
no_interno,20.00-rodadas_grátis–suspensão_temporária_,21
no_interno,8.36-envio_do_informe_de_rendimentos_em_pdf_protegido_por_senha_no_chat,21
no_interno,7.10-explicacao_de_aleatoriedade_em_jogos_aviator_e_mines,21
no_interno,17.3-explicacao_do_funcionamento_do_periodo_de_pausa_no_jogo_responsavel,21
no_interno,8.24-redirecionamento_para_ouvidoria_oficial_para_reclamacoes_e_sugestoes,21
no_interno,10.61_explicando_ao_cliente_que_esta_ocorrendo_instabilidade_nas_apostas_esportivas_no_ao_vivo,21
no_interno,8.19.1-orientacao_para_atualizacao_do_app_ios_na_app_store,21
no_interno,5.30-limites_de_mercado_definidos_pelo_provedor_de_cotacoes_sem_possibilidade_de_alterar_limite_maximo_de_aposta,21
no_interno,9.5-introducao_ao_handicap_asiatico_e_como_atribuir_vantagem_a_um_time,21
no_interno,10.1-troubleshooting_avancado_apos_falha_da_guia_anonima_e_limpeza_de_cache,21
no_interno,17.79-limites_sugeridos_automaticamente_com_base_no_perfil_de_uso_da_conta,20
no_interno,3.22-deposito_pix_localizado_pendente_confirmacao_conta_cliente,20
no_interno,15.1-cliente_aguardando_credito_de_bonus_por_verificacao_de_identidade,19
no_interno,17.69-confirmacao_de_recebimento_do_comprovante_de_autoexclusao_centralizada,19
no_interno,5.73-orientacao_sobre_compartilhamento_de_bilhete_apos_confirmacao_da_aposta,19
no_interno,12.5_-_bloqueio_como_fazer_4,19
no_interno,17.63-autoexclusao_definitiva_com_inaptidao_confirmada_pela_ebac,19
no_interno,8.5-orientacao_e_direcionamento_para_canal_oficial_de_marketing_no_instagram,18
no_interno,1.41_betnacional_blog_dicas,18
no_interno,5.17.1-ausencia_de_partida_na_cobertura_esportiva_da_ramp,18
no_interno,1.14_2_chats,17
no_interno,2.29-confirmacao_acesso_autenticacao_via_link_email,17
no_interno,17.88-contestacao_de_bloqueio_por_ludopatia_com_orientacao_para_fluxo_ebac,17
no_interno,10.12.1-comunicacao_de_indisponibilidade_parcial_no_aplicativo_iphone,17
no_interno,17.69-desbloqueio_aprovado_apos_autoexclusao_centralizada,17
no_interno,8.42_explicacao_sobre_atualizacao_nos_mercados_esportes_e_funcionalidades,17
no_interno,9.2-explicacao_das_opcoes_outra_vitoria_local_e_outra_vitoria_visitante,17
no_interno,10.26-dados_validados_corretamente_mas_sistema_ainda_nao_refletiu_aprovacao,17
no_interno,10.4-saque_com_atraso_de_processamento_por_instabilidade_no_sistema_bancario,16
no_interno,17.91-cliente_de_risco_alto_precisa_aceitar_convite_do_compulsafe_para_seguir_na_jornada,16
no_interno,5.31-anulacao_de_aposta_por_formato_irregular_em_amigaveis_ou_juniores,16
no_interno,17.40-laudo_medico_recebido_com_suspensao_da_conta_e_encaminhamento_para_ebac,15
no_interno,17.87_cliente_pede_desbloqueio_mas_tem_autoexclusao_centralizada_indeterminada_por_ludopatia,15
no_interno,10.12-app_indisponivel_por_atualizacao_com_redirecionamento_para_o_site,15
no_interno,20.2-devolucao_automatica_de_saldo_em_72h_uteis_para_conta_bancaria_cadastrada,15
no_interno,5.52-explicacao_de_como_as_cotacoes_sao_calculadas_em_apostas,15
no_interno,17.93-cliente_aceitou_o_convite_da_ebac_e_iniciou_jornada_com_o_compulsafe,15
no_interno,14.0-conta_bloqueada_por_identificacao_de_titular_menor_de_idade,14
no_interno,8.13-suspeita_de_manipulacao_ou_inconsistencia_em_imagem_enviada_pelo_cliente,14
no_interno,17.97-contestacao_de_liberacao_com_cliente_ainda_em_etapas_da_jornada,14
no_interno,17.77-tempo_de_sessao_contabilizado_mesmo_com_plataforma_em_segundo_plano,14
no_interno,3.18-deposito_pix_qrcode_invalido_reutilizado_ou_vencido_estorno,14
no_interno,5.29.1-limite_do_mercado_ultrapassa_retorno_permitido_devido_moderacao_automatica_de_limites_ramp,14
no_interno,9.13-explicacao_do_mercado_total_de_cartoes_amarelo_1_e_vermelho_2_pontos,13
no_interno,8.12-direcionamento_para_fornecimento_de_dados_financeiros_da_conta_pos_verificacao_por_sms,13
no_interno,9.28-explicacao_do_mercado_combinado_resultado_final_e_ambos_os_times_marcam,13
no_interno,2.8-envio_link_onboarding_validacao_identidade,13
no_interno,10.48-documento_reprovado_no_kyc_por_nao_estar_centralizado_na_captura,13
no_interno,15.13_free_to_play_roleta_prêmio_não_creditado,13
no_interno,9.17.1-esclarecimento_sobre_validacao_de_escanteios_pela_ramp,13
no_interno,16.8-instrucoes_para_resgatar_rodadas_gratis_no_jogo_aztec_betnacional,12
no_interno,8.23-instrucao_sobre_senha_do_pdf_do_informe_de_rendimentos_2025,12
no_interno,9.15-explicacao_do_mercado_total_de_gols_e_suas_opcoes_de_aposta,12
no_interno,8.32-esclarecimento_sobre_inexistencia_de_ganho_garantido_no_cassino,12
no_interno,4.25-deposito_nao_concluido_por_divergencia_nos_dados_bancarios_cadastrados,12
no_interno,5.32-explicacao_sobre_formatos_de_tempo_em_jogos_amigaveis_e_juniores,12
no_interno,6.7_cashout_contestação_5,12
no_interno,17.68-reativacao_indisponivel_ate_o_fim_do_periodo_de_autoexclusao,12
no_interno,5.30.1-super_odds_com_limite_de_aposta_diferente_do_valor_divulgado_na_promocao,12
no_interno,17.92-cliente_recebeu_mas_negou_o_convite_do_compulsafe,12
no_interno,16.15-orientacao_sobre_banner_de_apostas_combinadas_em_paginas_de_esportes,12
no_interno,5.8.2-aposta_esportiva_pendente_por_atualizacao_automatica_da_ramp,12
no_interno,9.27-definicao_de_assistencia_e_criterios_de_validade_no_mercado_de_apostas,12
no_interno,1.43_mensagem_de_boas_vindas_após_cadastro_realizado,11
no_interno,8.30-cliente_relatando_mudancas_visuais_ou_alteracoes_no_layout_do_site,11
no_interno,17.0-explicacao_do_funcionamento_do_limite_de_deposito_por_periodo,11
no_interno,17.10-explicacao_dos_periodos_de_tempo_diario_semanal_e_mensal_nos_limites,11
no_interno,9.11-explicacao_da_pontuacao_de_cartoes_amarelo_10_e_vermelho_25_pontos,11
no_interno,15.19-punto_banco_não_elegível_para_indique_e_ganhe,11
no_interno,16.25-bonificacao_nao_concedida_por_falta_de_ativacao_da_promocao,11
no_interno,16.20-explicacao_sobre_apostas_nao_elegiveis_para_pontos_bnp,11
no_interno,8.21.1-encerramento_de_atendimento_com_divulgacao_do_app_na_appstore,11
no_interno,9.16-explicacao_do_mercado_intervalo_final_com_dois_palpites_combinados,11
no_interno,5.41-orientacao_sobre_como_acessar_opcao_criar_aposta_em_partidas_esportivas,11
no_interno,15.24-sms_falso_prometendo_bonus_com_link_para_site_externo,11
no_interno,16.10-rodadas_gratis_indisponiveis_por_encerramento_da_promocao,10
no_interno,5.23-suspensao_por_atualizacao_de_odds_e_mercados_em_apostas_ao_vivo,10
no_interno,8.8.1-orientacao_para_download_do_aplicativo_ios_na_app_store,10
no_interno,6.23-explicacao_da_funcionalidade_cashout_no_blackjack,10
no_interno,16.25.1-ativacao_de_promocao_por_meio_da_opcao_participar_ou_ativar_promocao,10
no_interno,10.40-fila_kyc_betnacional,10
no_interno,9.17-escanteio_valido_apenas_quando_cobrado_nao_quando_indicado_pelo_arbitro,10
no_interno,10.8-sistema_interno_em_manutencao_impedindo_atendimento_da_demanda,10
no_interno,17.9-passo_a_passo_para_ativar_limites_na_ferramenta_de_protecao,10
no_interno,5.18.1-indisponibilidade_de_mercado_esportivo_fornecido_pela_ramp,10
no_interno,8.20-solicitacao_de_informe_de_rendimentos_de_anos_anteriores_a_2025,9
no_interno,12.22-desbloqueio_solicitado_por_cliente_com_pedido_de_exclusao_lgpd_anterior,9
no_interno,9.2-como_funcionam_as_opcoes_de_qualquer_outro_placar,9
no_interno,10.16-kyc_obrigatorio_para_utilizacao_de_bonus_com_orientacoes_por_etapa,9
no_interno,5.29.2-limitacao_individual_de_aposta_aplicada_pela_ramp,9
no_interno,13.3-confirmacao_da_autenticidade_de_comunicacao_do_programa_usuarios_parceiros,8
no_interno,4.19-explicacao_sobre_diferenca_de_exigencia_de_verificacao_em_saque_e_deposito,8
no_interno,9.3-explicacao_do_mercado_multigols_e_intervalo_de_gols_para_vitoria,8
no_interno,10.10-cliente_insatisfeito_durante_periodo_de_instabilidade_na_plataforma,8
no_interno,10.32-endereco_nao_confirmado_corretamente_impedindo_conclusao_do_kyc,8
no_interno,5.72_cassino_jogo_indisponivel_por_manutencao_ou_instabilidade_do_provedor,8
no_interno,9.12-cartoes_invalidos_para_aposta_banco_tecnicos_substituidos_e_pos_apito,8
no_interno,10.50-confirmacao_de_recebimento_dos_dados_de_debug_pela_equipe_tecnica,8
no_interno,7.6-erro_de_tempo_esgotado_gerado_devido_problema_de_conexao_aviator_e_mines,8
no_interno,17.27-falha_no_processo_de_autoexclusao_com_redirecionamento_para_email,7
no_interno,17.7-localizacao_da_ferramenta_de_protecao_no_perfil_minha_conta,7
no_interno,9.20-explicacao_do_mercado_dupla_hipotese_com_dois_resultados_possiveis,7
no_interno,7.0-explicacao_inicial_de_como_apostar_no_jogo_aviator_com_orientacao_sobre_valor_minimo,7
no_interno,17.95-cliente_em_etapa_de_matricula_na_jornada_com_ebac,7
no_interno,10.52-configuracao_incorreta_de_data_e_hora_causando_falha_no_kyc,7
no_interno,8.7-partida_em_analise_por_suspeita_de_irregularidade_esportiva,7
no_interno,15.3-rodadas_gratis_por_verificacao_de_identidade_indisponiveis_por_nao_elegibilidade_do_cliente,7
no_interno,10.13-apostas_demorando_para_atualizar_por_instabilidade_na_plataforma,7
no_interno,8.27_-_confirmação_acesso_-_app,7
no_interno,13.0-explicacao_do_programa_de_afiliados_e_modelo_de_remuneracao_por_indicacao,6
no_interno,17.4-explicacao_do_funcionamento_do_limite_de_quantidade_de_apostas,6
no_interno,4.15-esclarecimento_de_que_senha_de_saque_e_a_mesma_do_login,6
no_interno,7.9-orientacao_para_coleta_de_informacoes_para_analise_de_aposta_mines,6
no_interno,5.69-explicacao_sobre_funcionamento_da_campanha_freebet_no_jogo_aviator,6
no_interno,17.69.1-acesso_liberado_apos_autoexclusao_centralizada_com_apoio_da_compulsafe,6
no_interno,10.30-cliente_nao_aceitou_os_termos_e_condicoes_do_kyc_betnacional,6
no_interno,20.8-reativacao_de_conta_por_beneficio_social_exige_verificacao_de_identidade,6
no_interno,4.14-banco_do_cliente_nao_autorizado_por_nao_atender_requisitos_de_kyc,6
no_interno,2.12-prazo_conclusao_validacao_identidade_e_alteracao_dados,6
no_interno,17.87-autoexclusao_centralizada_por_prazo_indeterminado_com_desbloqueio_negado,6
no_interno,5.30.1-limites_de_mercado_definidos_pelo_provedor_de_cotacoes_sem_possibilidade_de_alterar_limite_maximo_de_aposta_ramp,6
no_interno,17.17-telefone_invalido_informado_pelo_cliente_com_solicitacao_de_novo_numero,6
no_interno,15.21_resgate_de_incentivo_bloqueio_por_navegador_ou_extensão,5
no_interno,17.71_-_explicação_sobre_e-mail_e_obrigatoriedade_limites_jogo_responsavel,5
no_interno,10.7-instabilidade_geral_no_site_afetando_alguns_usuarios,5
no_interno,5.33_-_amigáveis_2,5
no_interno,4.20-direito_da_plataforma_de_exigir_documentos_antes_de_liberar_saque,5
no_interno,17.6-inicio_da_apresentacao_das_ferramentas_de_autobloqueio_e_protecao,5
no_interno,11.12-solicitacao_em_analise_interna_com_dependencia_de_outros_times,5
no_interno,15.4.1-bonificacao_expirada_por_nao_resgate_dentro_do_prazo_da_campanha,5
no_interno,8.40_explicando_ao_cliente_os_valores_presentes_no_informe_de_rendimentos_e_orientando_procurar_um_contador,4
no_interno,7.11_explicando_o_motivo_da_indisponibilidade_do_aviator_devido_a_manutencao_programada,4
no_interno,10.60-orientacao_para_desativar_versao_desktop_no_chrome_mobile,4
no_interno,12.36-conta_bloqueada_por_identificacao_de_titular_falecido,4
no_interno,10.10_-_manutenção,4
no_interno,10.42-explicacao_sobre_necessidade_do_kyc_por_novas_regulamentacoes_de_2025,4
no_interno,9.23-explicacao_do_mercado_empate_anula_aposta_e_suas_regras,4
no_interno,8.25_kyc_modelo_de_selfie,4
no_interno,5.36-anulacao_de_aposta_por_cartao_com_mercado_disponibilizado_indevidamente,3
no_interno,17.8-apresentacao_das_opcoes_de_limite_e_pausa_disponiveis_na_ferramenta,3
no_interno,5.59-explicacao_de_como_funcionam_apostas_ou_eventos_de_longo_prazo,3
no_interno,7.1-orientacao_de_funcionamento_do_multiplicador_de_saque_no_jogo_aviator,3
no_interno,5.70-contestacao_de_valor_creditado_apos_uso_de_freebet_no_aviator,3
no_interno,10.33-erro_de_kyc_por_divergencia_de_nome_com_redirecionamento_para_email,3
no_interno,14.2-opcoes_para_conta_bloqueada_de_menor_aguardar_maioridade_ou_trocar_email,3
no_interno,16.12-explicacao_das_regras_da_promocao_prize_drop_fabrica_de_premios,3
no_interno,5.55-orientacao_para_utilizacao_do_saldo_real_no_cassino,3
no_interno,9.6-explicacao_do_handicap_asiatico_com_selecao_0_e_desvantagem_de_1_5,3
no_interno,9.29-explicacao_do_mercado_de_placar_exato_em_futsal_e_zeragem_do_placar,3
no_interno,5.68_experimento_tech_16012026,2
no_interno,5.35-anulacao_de_aposta_por_var_devido_disponibilidade_incorreta_de_linhas_no_momento_de_revisao,2
no_interno,14.1-bloqueio_preventivo_por_suspeita_de_menor_de_idade_no_cadastro,2
no_interno,5.61-anulacao_ou_cancelamento_de_apostas_por_falta_de_validacao_kyc_portaria_spa,2
no_interno,18.2-registro_de_atendimento_de_voz_para_a_demanda_de_aviso_regulatório,2
no_interno,5.66-atendimento_sobre_dificuldade_com_nova_caderneta_de_apostas,2
no_interno,17.45-recomendacao_de_usar_chrome_ou_app_oficial_para_autenticacao_segura,2
no_interno,17.60-conta_desbloqueada_apos_resultado_positivo_da_analise_ebac,2
no_interno,5.49-indisponibilidade_da_aba_esports_devido_manutencao,2
no_interno,7.3-explicacao_sobre_funcionamento_de_autojogo_e_autosaque_no_aviator,2
no_interno,10.20-validacao_de_kyc_reprovada_por_foto_desfocada_ou_sem_nitidez,2
no_interno,17.65-cliente_apto_pela_ebac_mas_impossibilitado_por_autoexclusao_definitiva,2
no_interno,5.51-definicao_e_configuracao_do_valor_de_limite_para_jogo_responsavel,2
no_interno,8.41-explicacao_de_pesquisa_sobre_mudancas_na_interface_e_experiencia_do_usuario,2
no_interno,17.75-aviso_de_revisao_de_limites_por_atualizacao_regulatoria_em_momento_de_fila,2
no_interno,17.59-restricoes_aplicadas_apos_contato_voluntario_do_cliente_com_ebac,2
no_interno,17.64-cliente_apto_pela_ebac_mas_aguardando_fim_da_exclusao_temporaria,2
no_interno,4.28-dificuldade_em_visualizar_contas_bancarias_com_instrucao_de_refresh,2
no_interno,2.30-atualizacao_anual_confirmar_ou_alterar_dados,2
no_interno,19.0_comunicado_de_atualizacao_payments_ledger,1
no_interno,16.9-informacao_sobre_validade_e_horario_de_encerramento_das_rodadas_gratis,1
no_interno,8.4-contato_com_assessoria_de_imprensa_para_informacoes_institucionais_e_midias,1
no_interno,10.21-selfie_reprovada_no_kyc_por_olhos_fechados_durante_a_captura,1
no_interno,12.37-redirecionamento_para_compliance_em_contestacao_de_bloqueio_por_falecimento,1
no_interno,4.21-dificuldade_em_sacar_por_possivel_divergencia_nos_dados_bancarios,1
no_interno,5.67-anulacao_de_aposta_por_wo_,1
no_interno,7.7-orientacao_sobre_funcionamento_do_jogo_mines,1
no_interno,8.38-alinhamento_de_expectativa_sobre_prazo_de_analise_do_informe_de_rendimentos,1
no_interno,8.39-informe_de_rendimentos_indisponivel_na_plataforma_com_envio_por_email,1
no_interno,8.9-explicacao_sobre_validacao_de_conta_e_procedimentos_de_seguranca_para_verificacao_de_identidade,1
no_interno,9.8-introducao_ao_handicap_europeu_e_atribuicao_de_vantagem_entre_times,1
bot_transferencia,bot_transferencia-duvidademercadoesportivo,13006
bot_transferencia,bot_transferencia-trocouemail_ou_naorecebelink,3392
bot_transferencia,bot_transferencia-duvidademercadocassino,1247
bot_transferencia,bot_transferencia-link_redefinicao_expirado,913
tag_mestre,ticket_resolvido,278674
tag_mestre,advanced_ia,275213
tag_mestre,resolvido_ia,158139
tag_mestre,conversa_inativa,138269
auto_classificacao,sentiment__neutral,33074
auto_classificacao,language__pt,29992
auto_classificacao,intent__gambling__bet_info__how_to_place_a_bet,6990
auto_classificacao,intent__misc__received__greeting,6381
auto_classificacao,language__es,5021
auto_classificacao,sentiment__negative,4911
auto_classificacao,intent__account__new__creating,4732
auto_classificacao,intent__gambling__offers__new_offer_request,2609
auto_classificacao,intent__account__recovery__recover,2361
auto_classificacao,intent__software__login_issues__password_request_reset,1833
auto_classificacao,language__ca,1622
auto_classificacao,intent__finance__withdrawal__cant_withdraw,1521
auto_classificacao,intent__gambling__bet_settlement_issue__bet_not_settled,1039
auto_classificacao,intent__account__new__signup_issue,903
auto_classificacao,intent__gambling__bet_payout_issue__no_payout,795
auto_classificacao,intent__finance__top_up__cant_top_up,780
auto_classificacao,intent__account__data_restrictions__delete_account,680
auto_classificacao,intent__gambling__bet_placement_issue__cant_place_bet,648
auto_classificacao,language__en,645
auto_classificacao,sentiment__very_negative,566
auto_classificacao,language__tr,522
auto_classificacao,intent__software__login_issues__cant_login,495
auto_classificacao,intent__misc__feedback__negative,481
auto_classificacao,intent__misc__contact__transfer_to_agent,446
auto_classificacao,intent__finance__transaction_new__place,423
auto_classificacao,intent__finance__transaction_status__funds_not_received,333
auto_classificacao,intent__software__content_play__cant_play,309
auto_classificacao,intent__gambling__offers__didnt_get_free_bet,284
auto_classificacao,intent__account__recovery__request_unblock,267
auto_classificacao,intent__billing__discount__cant_apply_promo_code_discount_or_gift_card,265
auto_classificacao,language__fr,251
auto_classificacao,intent__gambling__offers__didnt_get_free_spins,226
auto_classificacao,intent__account__documentation__sending_docs,216
auto_classificacao,intent__account__update__phone,196
auto_classificacao,intent__misc__thanks__thanks,175
auto_classificacao,intent__misc__feedback__positive,171
auto_classificacao,intent__billing__refund__request,169
auto_classificacao,intent__gambling__offers__unable_to_claim_offer,163
auto_classificacao,intent__software__login_issues__password_forgot,158
auto_classificacao,intent__misc__previous_message__check,148
auto_classificacao,intent__finance__transaction_info__processing_time,147
auto_classificacao,intent__billing__balance__wrong_account_balance,144
auto_classificacao,language__it,138
auto_classificacao,intent__account__recovery__reactivate,137
auto_classificacao,intent__billing__tokens__didnt_get_my_tokens,130
auto_classificacao,sentiment__positive,125
